App Name,Package Name,Category,Sub-category,Description
Meru Cabs,com.winit.merucab,Travel,Cabs,"b' Zipping around the city just got simpler and faster, with the all new Meru Cabs mobile app. Loaded with advance features, the Meru App lets you book a taxi cab in just a few clicks. Also, you can track your cab, get the ride details and even enjoy a cashless ride by paying your fare via our in-app wallets (Paytm/ MobiKwik/ FreeCharge/ Citrus/ JioMoney). With Meru, you pay only what you see! We operate only with FIXED FARES and so we make sure that you don\xe2\x80\x99t get any surprise like SURGE charge or any other hidden charge.Why Meru?-\tChoice of multiple cab categories -\tAffordable prices with NO SURGE Pricing-\tWell maintained cabs with professionally trained drivers-\tChoice of payment; via multiple in-app wallets or cash-\tAdvance booking option with instant confirmation-\tExciting offers & deals for you\xe2\x80\x90\tSafe rides & Transparent pricing, always...What makes the Meru App so cool?\xe2\x80\x90\tTravel the way you like: Book a taxi cab now or for later and even for your outstation trips.\xe2\x80\x90\tMultiple Cab Options: Choose from different categories of cabs, to suit your convenience. Meru now offers you a wide range of Hatchbacks, Sedans, SUVs and Radio Taxis to choose from. \xe2\x80\x90\tTrack your cab: Track the real-time status of your taxi cab.\xe2\x80\x90\tSmart GPS: The intelligent GPS/GPRS in the app tracks your location automatically and also gives you the option to manually edit or select your location.\xe2\x80\x90\tBook in advance: You can book a cab up to 1 week in advance.\xe2\x80\x90\tExactometer: Know your exact fare even before you book your ride. Simply enter the pick-up & drop location and you get to know the exact fare for that trip. You select & pay only the Exactometer fare, even if the actual fare goes high.  \xe2\x80\x90\tKnow your driver: Once you book a taxi cab, you get detailed information about your driver along with his photograph.\xe2\x80\x90\tTravel cashless: Meru introduces the awesome multi wallet feature. Now you have so many options to choose from. We have tied up with the best wallet providers such as Paytm, Mobikwik, FreeCharge, Citrus & JioMoney. Using the wallet is super easy and convenient.\xe2\x80\x90\tWallet payment even for Airport/Kerb Pickups: The next time you get off the airport, pick an Airport Authorized Meru taxi cab. You can also pay for your Airport ride via your mobile wallet, by simply entering the last 3~4 digits of your cab in Meru App. Select \xe2\x80\x98Airport/Kerb Payments\xe2\x80\x98, in the Menu.\xe2\x80\x90\tE-receipts: Keep track of all your payments with e-receipts. Every time you take a ride, we send you an email with the receipt for the trip.\xe2\x80\x90\tICE: In Case of Emergency (ICE) is an alert system that sends an SMS with your location details to 2 registered numbers in case of an emergency. \xe2\x80\x90\tRide Share: With the vision of reducing pollution and traffic congestion in the city, we have introduced a new feature called Ride Share. Using Ride Share, you can share your cab ride with another person who intends to travel along a similar route as yours. By opting for Ride Share trip, you can save big on your trip fare. Just click on \xe2\x80\x9cRIDE SHARE\xe2\x80\x9d button and we will find a suitable match based on your source and destination location. Confirm your ride and hop on to enjoy an affordable and safe way to travel around the city. Currently, this service is available only in Delhi-NCR.\xe2\x80\x90\tFeedback: Use the feedback feature in the app to give your valuable feedback; we\xe2\x80\x99re constantly looking to improve our services.\xe2\x80\x90\tOffers and deals for you: We always come up with new offers for our users. After all, we all love some freebies. Check out our latest deals in the \xe2\x80\x98Offers\xe2\x80\x99 section in Meru App.So, go ahead & install the Meru App. Your Meru ride is just a few clicks away!  '"
Ola,com.olacabs.customer,Travel,Cabs,"b' The Ola cabs app is the easiest and fastest way to book a cab or a taxi in your city. With more than 300,000 cabs in 100+ cities that include Bangalore, Chennai, Delhi, Mumbai, Hyderabad, Kolkata, Pune, Jaipur, Ahmedabad and more, Ola is the most popular cab booking service in India.With a quick and smooth signup process, it won\xe2\x80\x99t take you long while booking your first ride. If you\xe2\x80\x99re lucky enough to get a referral code, sign up with the code to get your first ride free!Book a taxi in just a few taps. Here\xe2\x80\x99s how it works:Set your pickup location (E.g. Home, Office, Airport, Railway station or your current location)See different types of cabs or taxis in your location, displayed on a mapPick the type of cab you want and tap RIDE NOWGet instant confirmation with ride detailsTrack your cab as it reaches youOnce your trip ends, you can pay by cash or even better\xe2\x80\xa6 keep your Ola Money recharged to ride cash-free! You also get a detailed cost breakdown in an invoice emailed to you.Want to plan ahead for a taxi to airport or railway station? You can choose RIDE LATER to book a taxi in advance.Share your ride details with your family and friends so they can track your ride and know you are safe. Leave the stress of travel to efficient and courteous drivers and enjoy your Ola ride!We offer taxis in different categories on the Ola cabs app -Micro: The most affordable AC cab in the countryMini: The popular hatchback ride from OlaSedan: 4-seater cabs for greater comfortPrime: Free Wi-Fi enabled sedans with top driversWith fares starting from Rs. 6 per km, Ola is the most affordable cab booking app in India.You can get fare details of different taxis from the app. Press and hold the category icons for the rate card. You can also get an estimated cost of your trip before booking a cab. Just tap on \xe2\x80\x98Ride Estimate\xe2\x80\x99 and enter your destination.You can also reduce the taxi fare up to 50% by choosing Ola Share. We match you with other Ola users travelling along your route so you can share a cab. You can also choose to travel exclusively with your colleagues or classmates.Along with Ola taxis in the app, you can also find more options to travel. We\xe2\x80\x99ve partnered with local and traditional transport services to make them an integral part of our journey. You can book Kaali Peeli taxis in Mumbai and Kolkata\xe2\x80\x99s yellow taxis from your app. Now, you don\xe2\x80\x99t just book taxi online, you also use the app for booking an auto rickshaw from your smartphone! You can book Ola Autos in more than 20 cities across India and ride from your doorstep. No more waiting for an auto or visiting auto stands. We\xe2\x80\x99ll soon be expanding to more cities and you\xe2\x80\x99ll know when we\xe2\x80\x99re there.We\xe2\x80\x99re making daily commute economical and eco-friendly with Share and Shuttle services. These services are currently available in selected cities and will soon be rolled out in major cities across India.You can also tag work or business related rides as Corporate rides when you book cabs in the app. You\xe2\x80\x99ll get invoices for these rides at your official email address. Companies can use Ola Corporate for employee travel management. They can easily track and sponsor corporate rides when employees book taxis from the app.We are simultaneously changing the lives of those who offer rides and those who need them.  People are increasingly relying on Ola\xe2\x80\x99s effective services to book a taxi in their city. This is helping several drivers earn a consistent livelihood with integrity.Visit our support website for more information on the Ola cabs app and other Ola services - https://help.olacabs.com/support/homeYou can always reach us at support@olacabs.com.Stay up to date on Ola\xe2\x80\x99s exciting offers and latest happenings by following us on social media.Twitter - https://twitter.com/OlacabsFacebook -  https://www.facebook.com/Olacabs/  '"
WhatsApp Messenger,com.whatsapp,Communication,Text,"b"" WhatsApp Messenger is a FREE messaging app available for Android and other smartphones. WhatsApp uses your phone's Internet connection (4G/3G/2G/EDGE or Wi-Fi, as available) to let you message and call friends and family. Switch from SMS to WhatsApp to send and receive messages, calls, photos, videos, documents, and Voice Messages. WHY USE WHATSAPP: \xe2\x80\xa2 NO FEES: WhatsApp uses your phone's Internet connection (4G/3G/2G/EDGE or Wi-Fi, as available) to let you message and call friends and family, so you don't have to pay for every message or call.* There are no subscription fees to use WhatsApp.\xe2\x80\xa2 MULTIMEDIA: Send and receive photos, videos, documents, and Voice Messages.\xe2\x80\xa2 FREE CALLS: Call your friends and family for free with WhatsApp Calling, even if they're in another country.* WhatsApp calls use your phone's Internet connection rather than your cellular plan's voice minutes. (Note: Data charges may apply. Contact your provider for details. Also, you can't access 911 and other emergency service numbers through WhatsApp). \xe2\x80\xa2 GROUP CHAT: Enjoy group chats with your contacts so you can easily stay in touch with your friends or family.\xe2\x80\xa2 WHATSAPP WEB: You can also send and receive WhatsApp messages right from your computer's browser.\xe2\x80\xa2 NO INTERNATIONAL CHARGES: There's no extra charge to send WhatsApp messages internationally. Chat with your friends around the world and avoid international SMS charges.* \xe2\x80\xa2 SAY NO TO USERNAMES AND PINS: Why bother having to remember yet another username or PIN? WhatsApp works with your phone number, just like SMS, and integrates seamlessly with your phone's existing address book. \xe2\x80\xa2 ALWAYS LOGGED IN: With WhatsApp, you're always logged in so you don't miss messages. No more confusion about whether you're logged in or logged out. \xe2\x80\xa2 QUICKLY CONNECT WITH YOUR CONTACTS: Your address book is used to quickly and easily connect you with your contacts who have WhatsApp so there's no need to add hard-to-remember usernames.\xe2\x80\xa2 OFFLINE MESSAGES: Even if you miss your notifications or turn off your phone, WhatsApp will save your recent messages until the next time you use the app.\xe2\x80\xa2 AND MUCH MORE: Share your location, exchange contacts, set custom wallpapers and notification sounds, email chat history, broadcast messages to multiple contacts at once, and more!*Data charges may apply. Contact your provider for details. --------------------------------------------------------- We're always excited to hear from you! If you have any feedback, questions, or concerns, please email us at: android-support@whatsapp.com or follow us on twitter: http://twitter.com/WhatsApp@WhatsApp---------------------------------------------------------  """
Microsoft Outlook,com.microsoft.office.outlook,Communication,,"b' \xe2\x80\x9cIts Outlook app for iOS and Android is the best mobile email app, no matter what phone you\xe2\x80\x99re using. It\xe2\x80\x99s better than Mail, better than Gmail.\xe2\x80\x9d - WIREDMeet Outlook for Android, the app that helps millions of users connect all their email accounts, calendars and files in one convenient spot. Newly redesigned, Outlook for Android lets you do more from one powerful inbox. See what matters most first with the Focused inbox that keeps the important messages on top. Switch between your emails and calendar to schedule your next meeting or share your availability with just a few taps. Or grab a document from your Files list and attach it to an email seamlessly. With everything you need only a tap away, managing your busy days is now easier than ever. Outlook for Android works with Microsoft Exchange, Office 365, Outlook.com, Gmail and Yahoo Mail.------------------------------Here\xe2\x80\x99s what you\xe2\x80\x99ll love about Outlook for Android:\xe2\x80\xa2\tSeamless inbox management with a focused inbox that displays your most important messages first, swipe gestures and smart filters. \xe2\x80\xa2\tEasy access to calendar and files right from your inbox. \xe2\x80\xa2\tFeatures to work on the go, like Word, Excel and PowerPoint integrations.  '"
Viber Messenger,com.viber.voip,Communication,,"b' Viber Free Messenger and Phone Calls: Connecting millions worldwide! Write a text message, call, chat and share with anyone, anywhere!Viber is your go-to free messenger, allowing you to message or call anyone in the world through your Internet connection*. Send a text message to friends and family with Viber Messenger. Call your loved ones using Viber\xe2\x80\x99s live video chat or voice call, all part of Viber\xe2\x80\x99s free and high-quality phone calls. Express yourself with cool stickers and emoji icons, share photos, and send your favorite videos. The free messenger also lets you make international phone calls for free.Connect with friends and family using instant messaging, voice calls, or live video chatsChoose a contact from your phone book or simply enter a phone number to add a new contact on Viber messenger. Send a text message, or take advantage of the other amazing features that Viber offers beyond just free messages! Share photos and videos, enjoy emoji icons and cool stickers, record audio messages, and even send files.Group chat with up to 250 people!With Viber messenger, it\xe2\x80\x99s easy to create and join group chats - with up to 250 people at once! Chat with your favorite people, \xe2\x80\x98like\xe2\x80\x99 any user\xe2\x80\x99s voice, or text message.Why users worldwide are choosing Viber Free Messenger:\xe2\x98\x85Hassle-free, long-distance calls- Viber Messenger is your free international calling app! No need for a username or login information, simply activate by entering your phone number.\xe2\x98\x85 Voice or video - Make your free phone call now! - Choose between the basic voice call or go with our live video chat if you need a face-to-face! Whether you make a phone call domestically or have international calls to make, all phone calls boast HD quality sound.\xe2\x98\x85 Instant video messages - Tap and hold the instant video icon to capture the moment with 30-second videos, release to send.\xe2\x98\x85Secured communications - Viber messenger automatically encrypts text messages, video and voice calls, photos, videos, and group chats.\xe2\x98\x85Express yourself with stickers - Bring your text message to life by sending playful emoji icons and cool stickers.\xe2\x98\x85Your personal messenger with \xe2\x80\x9cdamage control\xe2\x80\x9d - Delete a text message or voice message even after it was sent.\xe2\x98\x85\xe2\x80\x98Hidden Chats\xe2\x80\x99 feature - Choose to hide specific chats from your messaging screen and access them later.Install Viber Free Messenger Now - Start Connecting!Facebook - http://facebook.com/viberTwitter - http://twitter.com/viber(*) Wi-Fi or data plan - network data charges may apply.  '"
ASUS Email,com.asus.email,Communication,,"b' ASUS Email is the only app you need to manage multiple inboxes across all your mobile devices! With multiple preset email services included setup is as easy as could be, and ASUS Email\xe2\x80\x99s VIP filter enables super-efficient message organization so you\xe2\x80\x99ll never again miss messages from your most important contacts. ASUS Email integrates seamlessly with other ASUS ZenUI tools, displaying an unread-messages badge in ASUS ZenUI Launcher and enabling email-related tasks to be marked with ASUS ZenUI Do It Later. Intelligent sorting, seamless integration, intuitive operation and beautiful design \xe2\x80\x94 ASUS Email has everything you need to stay on top of your inbox![Key Features]- Choose \xe2\x80\x98Combined view\xe2\x80\x99 to manage multiple email accounts in one easy-to-browse inbox.- Navigate conversations quickly and easily by grouping messages by subject or sender or sort messages by date.- Never miss an important message again, by marking selected contacts as VIPs.- Your days will flow smoother than ever with ASUS ZenUI Do It Later integration, allowing you to add selected messages to your to-do list.- Automatic fast filters let you view emails marked as Flagged, Important, Invitation or Attached for easier management of what matters now.- Quickly create and send meeting invitations with ASUS Calendar integration.[Tips]1. Effortlessly select accounts and filters by swiping right from the left edge of the screen, opening the navigation panel.2. Browse Inbox and Sent folders simply by tapping \xe2\x80\x98Inbox + Sent\xe2\x80\x99 ASUS Email in the navigation panel.3. View emails from VIP contacts by selecting the VIP filter in the navigation panel. Mark contacts as VIPs in the ZenUI People app.4. Select \xe2\x80\x98Combined view\xe2\x80\x99 from the navigation panel to see all your emails in one easy-to-browse inbox.[Notes]1. The appearance and operation of some features may vary,depending on your device.2. ASUS Email is a free app for ASUS devices. You will not be charged for downloading or using this app.[Contact Us]For more information about ASUS Email, please visit http://www.asus.com/ASUS_ZenUI/Email: zenui@asus.com  '"
Microsoft OneDrive,com.microsoft.skydrive,Files,,"b"" OneDrive is the one place for everything in your work and personal life. It gives you free online storage for all your personal files so you can get to them from your Android device, computer (PC or Mac), and any other devices you use. With OneDrive for Business, you also get storage for your work files so you can share and collaborate on them with other people at your work or school. The OneDrive app for Android lets you easily work with your personal and work files when you\xe2\x80\x99re on the go:\xe2\x80\xa2 Browse all your OneDrive files and files shared with you.\xe2\x80\xa2 Automatically upload photos and videos to your personal OneDrive account using Camera backup.\xe2\x80\xa2 Share your files.\xe2\x80\xa2 Move, delete, and rename files, and create new folders.\xe2\x80\xa2 Open your OneDrive files in other apps, including Office apps.\xe2\x80\xa2 Quickly get to documents you've recently opened.\xe2\x80\xa2 Search for your files and folders.Notes: For you to sign in to OneDrive for Business, your organization needs to have a qualifying SharePoint Online or Office 365 business subscription plan. You can't sign in with an account from an on-premises directory.Camera backup, search, sort, and the ability to add OneDrive for Business accounts are available only on devices running Android 4.0 or later.  """
Google Calendar,com.google.android.calendar,Productivity,,"b' Get the official Google Calendar app for your Android phone and tablet to save time and make the most of every day.\xe2\x80\xa2 Different ways to view your calendar \xe2\x80\x93 Quickly switch between month, week and day view.\xe2\x80\xa2 Events from Gmail \xe2\x80\x93 Flight, hotel, concert, restaurant and other reservations are added to your calendar automatically.\xe2\x80\xa2 To-dos \xe2\x80\x93 Use Reminders to create and view to-dos alongside your events.\xe2\x80\xa2 Goals \xe2\x80\x93 Add personal goals, such as ""run 3 times a week"", and Calendar will schedule time for them automatically.\xe2\x80\xa2 Quick event creation \xe2\x80\x93 Smart suggestions for event titles, places and people save you time when creating events.\xe2\x80\xa2 All your calendars in one place \xe2\x80\x93 Google Calendar works with all calendars on your phone, including Exchange.  '"
Android Messages,com.google.android.apps.messaging,Communication,,"b' Android Messages makes it easy to communicate with anyone by using SMS, MMS, and more. Stay in touch with friends and family, send group texts, and share your favorite pictures, videos, audio messages.  Key features:  \xe2\x80\xa2 Faster sharing: Select or take pictures and videos directly from the app and share easily. You can even send audio messages to your contacts. \xe2\x80\xa2 Easy search: Search through contacts and conversation threads to find exactly what you are looking for. \xe2\x80\xa2 Purposeful design: A colorful, intuitive design makes communicating faster and more fun. \xe2\x80\xa2 More control: Block people you don\xe2\x80\x99t want to hear from, and archive messages. No interruptions when you don\xe2\x80\x99t want them! \xe2\x80\xa2 Express yourself: Send audio messages, emoji, stickers, or your location. \xe2\x80\xa2 Enhanced features: On supported carriers, you can send messages over Wi-Fi or your data network, see when friends have read your message, and more.  Android Messages is supported on devices running Android\xe2\x84\xa2 4.4, KitKat, and above.  '"
Goibibo,com.goibibo,Travel,"Flight, Hotel, Railway, bus","b' Get Set Goibibo!Join over 10 million travellers in planning and booking your trip using Goibibo. Get a hassle free trip booking experience & save money every time while making flight ticket bookings, hotel bookings, bus bookings, outstation cab & IRCTC Indian Railway train ticket bookings by availing exclusive deals & discounts. All railway bookings are authorised by IRCTC. Check rail ticket PNR status within the app. Go ahead, enjoy your holiday.Why is Goibibo the favourite travel & tourism app of every Indian?ONLINE FLIGHT BOOKING- Search & book domestic, international flights. Get Exclusive discounts- View flight fare trends & stay updated on fare changes through flight fare alerts- You could travel with (Domestic & International) Jet Airways, Indigo, SpiceJet, Go Air, Air India, Vistara, Air Asia, Air Costa, Air India Express, Emirates, Tiger Airways, Malaysia Airlines, Thai Airways, British Airways, Air Arabia, Etihad, Singapore Air, Lufthansa, Air Arabia, Cathay Pacific, Saudi Arabian Airlines, American Airlines, Delta Airlines, Continental Airlines, Kuwait Airways, Qatar Airways, etc.- Track your flight status within the app - delays, changes & cancellations- Check PNR status of flight anytime & anywhere (even if you are picking someone up from the airport)ONLINE HOTEL BOOKING- Best hotel booking experience-search & book hotels by name, locality, city or landmark- Search by city, landmark, hotel name or properties close by- Discover your perfect hotel! Filter hotels by price, amenities, reviews, etc.- More than 350,000 hotel reviews, ratings & Asli Photos from verified previous guests give you the perfect way to find a suitable place to stay.- Get personalised prices. What you see is what you need to pay!- Reserve your Hotel at Rs. 0 and pay later - once you reach- Get Free Cancellation & Exclusive Last minute deals for same day booking at both Indian & international destinations- Ask questions & get answers from hoteliers & previous guests. Ask questions to your friends or other community members about a city or a Locality- On a budget holiday trip? Experience goStays. Free WiFi, Air Conditioning, free breakfast & clean,verified rooms guaranteed by Goibibo- Looking for more than the standard hotel experience for your holiday ? Get B&Bs, Resorts,Villas,Service Apartments-Give goHomes a tryWant bigger discounts?Try booking Flight + Hotel travel packages & save more on each booking.INDIAN RAILWAY - TRAIN BOOKING & PNR STATUS - AUTHORISED BY IRCTC- Get all the information on Indian rail with just a few clicks- Book your train & check rail PNR status within the app -powered by IRCTC- Stay updated with PNR & train status on the app whenever you want-powered by IRCTC- Check schedules & track Indian Railway train status-running status, delay, arrival & departure time- Seamless Indian Railway train booking experienceONLINE BUS BOOKING- Book your bus ticket with all major bus operators across India- Track your bus in real time & travel by using m-ticketONLINE CAB & CAR BOOKING- Book an intercity taxi/ car/ cab to travel to nearby cities- Book shared & exclusive cabs- Pay only for your seat & get nearby pickup/drop when you book a shared car- Enjoy the comfort of your private car at low fares with verified drivers in exclusive carLoved what you saw till now?It gets better - Sign up now & get Rs.2000 in your goCash wallet. Refer friends! Get them to sign up using your referral code & earn Rs.1000 goCash.Your friend gets 3000 goCash. Use goCash every time you make a new booking. Sync contacts & earn Rs.50 goCash+ every time any of your contact books with Goibibo.Save Credit/Debit Card, Internet Banking details, for a hassle free one touch booking experience. Be rest assured as we keep everything safe and confidential.Learn more about goibibo @ www.goibibo.com/mobileGot feedback/suggestions? Write to us- management@goibibo.com  '"
Swiggy,in.swiggy.android,Food,,"b"" Ordering food online is easy on the Swiggy app. Not only can you choose from a range of top local & global restaurants near you like Dominos, KFC & Pizza Hut among others but you can also track your order\xe2\x80\x99s status from the restaurant to your doorstep! What\xe2\x80\x99s more - you can order as much (or little) as you like because there\xe2\x80\x99s no minimum order value. Install Swiggy to order in delicious food and avail offers & discounts waiting for you on the app! One app for all nearby restaurants: You can order in from popular chains like Pizza Hut, Dominos, KFC, McDonalds, Cafe Coffee Day, Freshmenu, Subway, Faasos, Mainland China, Taco Bell, Chai Point & more! Cuisines & restaurants from A to Z: Not only can you order in your favourite pizzas, burgers, biryanis and desserts, but you can also choose cuisines from North to South Indian and from Italian to Chinese. Reliable and fast, really fast: We are boringly reliable, but incredibly fast at delivery. Our delivery executives (better known as Hunger Saviors) work around the clock to deliver food at your doorstep in the fastest possible time.  Track your order, LIVE: No more calling to check if your order is ready or not, because on Swiggy, you can place your order and track it live on the app all the way from the restaurant to your doorstep, along with real-time updates. Isn\xe2\x80\x99t that uber cool? Easy to search & use: Find restaurants based on user ratings, cost, cuisines or time taken to deliver. Each restaurant\xe2\x80\x99s menu contains recommended items to try, images of food they serve and options to customize your meal. Paying for your order is just as easy - choose from payment options like Paytm, Mobikwik and Freecharge wallet, your debit/credit card or pay the delivery executive in cash at your doorstep! For meals from healthy to hearty, from breakfast to midnight munchies, for a rush-hour bite or late night delivery of your favourite snack - we\xe2\x80\x99ve got you covered. Food ordering and delivery with Swiggy is so simple that you'll want to do away with your kitchens before you know it.   If you\xe2\x80\x99re in Bangalore, Chennai, Delhi, Gurgaon, Hyderabad, Kolkata, Mumbai or Pune, Swiggy\xe2\x80\x99s got food options for you. Hungry? You know what to do.  """
Messenger,com.facebook.orca,Communication,Text,"b"" Instantly connect with the people in your life. Messenger is free, fast, and secure. - Reach anyone. You can use names or phone numbers to find friends. - Use everywhere. Messenger works across all mobile and desktop devices. You can even connect with people internationally!   - Connect however you want. Send a text message, share a photo, or start a video chat \xe2\x80\x94 all in Messenger. - Communicate better with groups. Catch up in real time with high quality group video chat or customize your messaging experience with colors, nicknames, and group photos. - Call and video chat your friends 1:1 or in groups. It's free over Wi-Fi (otherwise standard data charges apply), so talk as long as you want, even with people in other countries. - Express yourself. Send emojis, stickers, and GIFs to conversations or add new masks and effects to your video chats. - Capture photos and videos with fun art and effects. You can save these to camera roll, send to conversations, or post to your Day, a place where people can see what you're up to.  - Play games and compete with your friends. You can compare scores and see how you rank against other people. - Chat with businesses. You can make reservations, check on orders, and get real-time customer service.  """
ASUS SuperNote,com.asus.supernote,Productivity,Notebooks,"b' Notes taking are happening all the time every day! While you are meeting in office, doing window-shopping, reading, etc., ASUS SuperNote provides a good note taking experience and helps you solve the daily notes taking activity.Key features are:1. Rich input methods: Keyboard, handwriting, or drawing. Just pick one method that best fit the information you want to take note.2. Various attachment formats: Photo, Audio, Video, Text File, Time Stamp, Stamp, and Shape formats are supported. You can take a note with rich content type.3. Notebook management functions: lock/unlock notebook, reorder pages, and edit notebook cover. Also, you can select different template of notebook to fulfill different purpose of notes.4. Sync and share: you can sync your notebooks via ASUS cloud storage to access it anytime, on any devices, and you can also share your notebook with your family or friends by mail, Facebook, IM\xe2\x80\xa6etc.Enjoy your life and record everything by using ASUS SuperNote.** Please note that SuperNote has stopped updating for android 4.4 device. You could  firstly upgrade the device OS to Android 5.0 above so that you can use the latest version of SuperNote. Thank you for your support. :)  '"
Any.do,com.anydo,Productivity,,"b"" To do list & Calendar by Any.do is a MUST HAVE APP (NYTimes, USA TODAY, WSJ & lifehacker)Over 15 Million people rely on Any.do to keep life under control and get things done. With to do list, calendar, reminders, lists and notes in one app, you\xe2\x80\x99d be able to accomplish more than ever before.THE #1 TO DO LIST FOR ANDROIDSYNC SEAMLESSLY in real time between your mobile, desktop, web and tablet. Keeps all your to do list, reminders, calendar & Agenda always in sync so you\xe2\x80\x99ll never forget a thingGET REMINDERS for a scheduled time, when you reach a particular location or set recurring reminders so you never miss a thingWORK TOGETHER with shared lists and assigned tasks to collaborate and get more done, with anyone.HOMESCREEN WIDGET with simple, powerful and beautiful features to keep your to do list and tasks always at handCOMBINED WITH A SIMPLE & POWERFUL CALENDAR OUTLOOKEASILY VIEW your events and tasks for the day, week, or monthSYNC SEAMLESSLY in real time with your phone\xe2\x80\x99s calendar, google calendar, facebook events, outlook calendar or any other calendar so you don\xe2\x80\x99t forget an important eventFOLLOW UP WITH TASKS and action items after a meeting, while it's still fresh in your headALL-IN-ONE APP FOR GETTING THINGS DONETo help you easily create reminders we added voice entry so you can just speak your mind and we\xe2\x80\x99ll add it to your to do list. For better task management flow we added a calendar integration to keep your agenda always up to date. To enhance your productivity we added cross platform support for recurring reminders, location reminders, sub-tasks, notes & file attachments. To keep your to do list always up to date, we\xe2\x80\x99ve added a one-of-a-kind daily planner.TO DO LIST, CALENDAR & REMINDERS MADE SIMPLEAny.do was designed to keep you on top of your to do list and calendar each and every day with no hassle. Thanks to the intuitive drag and drop of tasks, swiping to mark to-do's as complete, and shaking your device to remove completed from your to do list - you can keep yourself organized and enjoy every minute of it.POWERFUL TASK LIST MANAGEMENTLooking for more? Add a to do list item straight from your email inbox by forwarding do@any.do. Attach files from your computer, Dropbox, or Google Drive to your tasks. Print, Export and share your lists of groceries and daily errands. Never forget to call back friends, family members or work colleagues thanks to our unique missed call reminder feature.LIFE ORGANIZER & DAILY PLANNERAny.do is a to do list, a calendar, an inbox, a notepad, a checklist, task list, a board for post its or sticky notes, a project management tool, a reminders app, a daily planner, a family organizer, and overall the simplest and most useful productivity tool you will ever have. Best of all \xe2\x80\x93 it\xe2\x80\x99s free for basic use!SHARE LISTS & ASSIGN TASKSTo plan & organize projects has never been easier. Now you can share lists between family members, assign tasks to each other, chat and much more. Any.do will help you and the people around you stay in-sync and get reminders so that you can focus on what really matters, knowing that you had a productive day where you crossed many tasks off your to do list.GROCERY LIST & SHOPPING LISTAny.do task list is also great for shopping at the grocery store. Right there in your to do list is a handy shopping list option that you can share with others. Forgot to buy post it notes? Want reminders? Simply create a list on Any.do, share it with your loved ones and see them adding their shopping items in real time. You won\xe2\x80\x99t believe how you\xe2\x80\x99ve done shopping or grocery lists before.CAPTURE WHAT'S ON YOUR MINDWith built-in speech recognition software you can type less and do more. Quickly jotting down your thoughts is made easier thanks to Any.do\xe2\x80\x99s powerful auto-suggest that anticipates and notes thoughts for you and adds them to your to do list, sub tasks or calendar.  """
FoodPanda,com.india.foodpanda.android,Food,,"b"" Download India's best Food Delivery App. Did we tell you we are world's largest Food Delivery app too? We deliver in more than 50 countries worldwide.Feeling hungry, don't worry! we have got you covered. With more than 15000+ restaurants along with Domino's, Pizza Hut, KFC, McDonald's, foodpanda India app brings a variety of cuisines like North Indian, South Indian, Mexican, Chinese, Thai, Continental and your favourite Biryanis at your doorstep. Foodpanda anytime delivery ensures whether it is morning, noon or midnight, we are available to serve you non-stop and on-demand. You can also avail our express delivery to get your food in 45 minutes or get 100% cashback. We accept payments via all major wallets like, Paytm, Mobikwik, Freecharge or you can also choose COD while ordering your food. So get started and relish the pleasure of comfort eating with India's most popular online food delivery apps. Enjoy a variety of Cuisines!When you are looking for a variety of options for ordering food online, then we are an apt destination for you! Order food online from cuisines like Indian, Chinese, Thai, Italian, Japanese and much more. We always partner with various restaurants to offer you a wide range of online food options in India. So, whether it be a slice of pizza or a burger bite or for that matter, a full plate of biryani, you can have it all with us in 45 minutes.Why foodpanda?You get to choose from the best restaurants nearby you.You get to discover the widest variety of cuisines.Feel the comfort of the fastest delivery service in the city.Thank you for using the foodpanda India app! We regularly bring updates to the App Store. We make sure you have access to the best menus in your neighbourhood in our quest to make foodpanda India app, the best home delivery app in the country.Why are we the best home delivery app?The foodpanda India app is easy, fast and convenient:- Choose your meal from a variety of carefully selected restaurants.- Order food on the go, wherever you are.- Tracking: Get access to live status updates to track your food from the restaurant to your door. - Save money by using our exclusive deals, discounts, vouchers and coupons- Customise your dishes with sauces and toppings, just like you would do in the restaurants- Checkout: Fast & secure online payment methods- 45 minutes delivery guarantee. foodpanda India:Available in Delhi, Bangalore, Pune, Hyderabad, Mumbai, Chennai, Kolkata, Delhi-NCR and 100 other cities in India. Our users have ranked us as India\xe2\x80\x99s most convenient online delivery platform. Top partner restaurants in India include Domino's, KFC, McDonald's, Papa John's, Pizza Hut, Subway and much more.foodpanda International:As a global online food ordering marketplace, we adapt our service to cater the needs and wishes of our customers in more than 50 countries, including Hong Kong and Singapore.(Then there is a section of reviews & feedback, social media links etc. Refer to the App page for further content. )Video Link:Just a glimpse - https://www.youtube.com/watch?v=SZqLK-GkSM0&sns=em  """
